asm_acc	year	geo	source	organism	phenotypes	genotypes	n_genes
NULL	2018	Thailand	hospital	Klebsiella pneumoniae	amikacin=Intermediate;amoxicillin-clavulanic acid=Susceptible;ampicillin=Susceptible;cefalexin=Susceptible;cefalotin=Susceptible;cefepime=Susceptible;cefoperazone=Susceptible;cefoxitin=Susceptible;ceftazidime=Susceptible;ceftiofur=Susceptible;ceftolozane-tazobactam=Susceptible;ceftriaxone=Susceptible;ciprofloxacin=Susceptible;enrofloxacin=Susceptible;ertapenem=Susceptible;florfenicol=Susceptible;gentamicin=Resistant;imipenem=Susceptible;marbofloxacin=Susceptible;meropenem=Susceptible;neomycin=Resistant;piperacillin-tazobactam=Susceptible;polymyxin b=Susceptible;ticarcillin-clavulanic acid=Susceptible;trimethoprim-sulfamethoxazole=Susceptible	POINT:gyrA_D87N;POINT:gyrA_S83F;POINT:ompK35_Q273Ter;POINT:ompK36_D135DD;POINT:parC_E84K;aac(6')-Ib;aadA1;aadA2;blaCTX-M;blaNDM;blaOXA;blaSHV;blaTEM;ble;dfrA12;emrD;fosA;oqxA;oqxB32;sul1;tet(B)	21
NULL	2018	Thailand	hospital	Klebsiella pneumoniae	amikacin=Intermediate;amoxicillin-clavulanic acid=Susceptible;ampicillin=Susceptible;cefalexin=Susceptible;cefalotin=Susceptible;cefepime=Susceptible;cefoperazone=Susceptible;cefoxitin=Susceptible;ceftazidime=Susceptible;ceftiofur=Susceptible;ceftolozane-tazobactam=Susceptible;ceftriaxone=Susceptible;ciprofloxacin=Susceptible;enrofloxacin=Susceptible;ertapenem=Susceptible;florfenicol=Susceptible;gentamicin=Resistant;imipenem=Susceptible;marbofloxacin=Susceptible;meropenem=Susceptible;neomycin=Resistant;piperacillin-tazobactam=Susceptible;polymyxin b=Susceptible;ticarcillin-clavulanic acid=Susceptible;trimethoprim-sulfamethoxazole=Susceptible	POINT:gyrA_D87N;POINT:gyrA_S83F;POINT:ompK35_Q273Ter;POINT:ompK36_D135DD;POINT:parC_E84K;aac(6')-Ib;aadA1;aadA2;blaCTX-M;blaNDM;blaOXA;blaSHV;blaTEM;ble;dfrA12;emrD;fosA;oqxA;oqxB32;sul1;tet(B)	21
NULL	2018	Thailand	hospital	Klebsiella pneumoniae	amikacin=Susceptible;amoxicillin-clavulanic acid=Susceptible;ampicillin=Susceptible;cefalexin=Susceptible;cefalotin=Susceptible;cefepime=Susceptible;cefoperazone=Susceptible;cefoxitin=Susceptible;ceftazidime=Susceptible;ceftiofur=Susceptible;ceftolozane-tazobactam=Susceptible;ceftriaxone=Susceptible;ciprofloxacin=Susceptible;enrofloxacin=Susceptible;ertapenem=Susceptible;florfenicol=Susceptible;gentamicin=Susceptible;imipenem=Resistant;marbofloxacin=Susceptible;meropenem=Susceptible;neomycin=Resistant;piperacillin-tazobactam=Susceptible;polymyxin b=Susceptible;ticarcillin-clavulanic acid=Susceptible;trimethoprim-sulfamethoxazole=Susceptible	POINT:gyrA_S83I;POINT:ompK35_Y108TerfsTer0;POINT:ompK36_T136TDT;POINT:parC_S80I;aac(6')-Ib;arr;blaCTX-M;blaOXA;blaSHV;blaTEM;catA1;catB;dfrA12;emrD;erm(B);fosA;mph(A);mrx(A);oqxA;qnrS1;rmtF1;sul1	22
NULL	2018	Thailand	hospital	Klebsiella pneumoniae	amikacin=Intermediate;amoxicillin-clavulanic acid=Susceptible;ampicillin=Susceptible;cefalexin=Susceptible;cefalotin=Susceptible;cefepime=Susceptible;cefoperazone=Susceptible;cefoxitin=Susceptible;ceftazidime=Susceptible;ceftiofur=Susceptible;ceftolozane-tazobactam=Susceptible;ceftriaxone=Susceptible;ciprofloxacin=Susceptible;enrofloxacin=Susceptible;ertapenem=Susceptible;florfenicol=Susceptible;gentamicin=Resistant;imipenem=Resistant;marbofloxacin=Susceptible;meropenem=Susceptible;neomycin=Resistant;piperacillin-tazobactam=Susceptible;polymyxin b=Susceptible;ticarcillin-clavulanic acid=Susceptible;trimethoprim-sulfamethoxazole=Resistant	POINT:gyrA_D87N;POINT:gyrA_S83F;POINT:ompK35_Q273Ter;POINT:ompK36_D135DD;POINT:parC_E84K;aac(6')-Ib;aadA1;blaCTX-M;blaOXA;blaSHV;blaTEM;emrD;fosA;oqxA;oqxB32;tet(B)	16
NULL	2017	Thailand	hospital	Klebsiella pneumoniae	amikacin=Intermediate;amoxicillin-clavulanic acid=Susceptible;ampicillin=Susceptible;cefalexin=Susceptible;cefalotin=Susceptible;cefepime=Susceptible;cefoperazone=Susceptible;cefoxitin=Intermediate;ceftazidime=Susceptible;ceftiofur=Susceptible;ceftolozane-tazobactam=Susceptible;ceftriaxone=Susceptible;ciprofloxacin=Susceptible;enrofloxacin=Susceptible;ertapenem=Susceptible;florfenicol=Susceptible;gentamicin=Resistant;imipenem=Resistant;marbofloxacin=Susceptible;meropenem=Intermediate;neomycin=Resistant;piperacillin-tazobactam=Susceptible;polymyxin b=Resistant;ticarcillin-clavulanic acid=Susceptible;trimethoprim-sulfamethoxazole=Susceptible	POINT:gyrA_D87N;POINT:gyrA_S83F;POINT:ompK36_D135DD;POINT:parC_E84K;aac(6')-Ib;aadA1;aadA2;blaCTX-M;blaOXA;blaSHV;dfrA12;emrD;fosA;oqxA;oqxB32;sul1;tet(B)	17
NULL	2022	Zambia	hospital	Klebsiella variicola	amikacin=Resistant;amoxicillin-clavulanic acid=Resistant;ampicillin=Susceptible;aztreonam=Resistant;cefalexin=Resistant;cefalotin=Resistant;cefepime=Resistant;cefoperazone=Resistant;cefoxitin=Resistant;ceftazidime=Resistant;ceftiofur=Resistant;ceftriaxone=Resistant;ciprofloxacin=Resistant;enrofloxacin=Resistant;ertapenem=Resistant;florfenicol=Intermediate;gentamicin=Resistant;imipenem=Resistant;marbofloxacin=Resistant;meropenem=Resistant;neomycin=Resistant;piperacillin-tazobactam=Resistant;polymyxin b=Resistant;ticarcillin-clavulanic acid=Resistant;tobramycin=Resistant;trimethoprim-sulfamethoxazole=Resistant	POINT:oqxR_D95E;POINT:oqxR_V113I;blaLEN;emrD;fosA;oqxA;oqxB15	7
NULL	2022	Nigeria	hospital	Klebsiella variicola	amikacin=Resistant;amoxicillin-clavulanic acid=Resistant;ampicillin=Susceptible;cefalexin=Resistant;cefalotin=Resistant;cefepime=Resistant;cefoperazone=Resistant;cefoxitin=Resistant;ceftazidime=Resistant;ceftiofur=Resistant;ceftolozane-tazobactam=Resistant;ceftriaxone=Resistant;ciprofloxacin=Resistant;enrofloxacin=Resistant;ertapenem=Resistant;florfenicol=Intermediate;gentamicin=Resistant;imipenem=Resistant;marbofloxacin=Resistant;meropenem=Resistant;neomycin=Resistant;piperacillin-tazobactam=Resistant;polymyxin b=Resistant;ticarcillin-clavulanic acid=Resistant;trimethoprim-sulfamethoxazole=Resistant	POINT:oqxR_D95E;POINT:oqxR_V113I;blaLEN;emrD;fosA;oqxA;oqxB15	7
NULL	2020	Brazil	farm	Klebsiella variicola	amikacin=Resistant;amoxicillin-clavulanic acid=Resistant;ampicillin=Susceptible;cefalexin=Resistant;cefalotin=Resistant;cefepime=Resistant;cefoperazone=Resistant;cefoxitin=Resistant;ceftazidime=Resistant;ceftiofur=Resistant;ceftolozane-tazobactam=Resistant;ceftriaxone=Resistant;ciprofloxacin=Resistant;enrofloxacin=Resistant;ertapenem=Resistant;florfenicol=Resistant;gentamicin=Resistant;imipenem=Resistant;marbofloxacin=Resistant;meropenem=Resistant;neomycin=Resistant;piperacillin-tazobactam=Resistant;polymyxin b=Susceptible;ticarcillin-clavulanic acid=Resistant;trimethoprim-sulfamethoxazole=Resistant	POINT:oqxR_D95E;POINT:oqxR_V113I;blaLEN;emrD;fosA;oqxA;oqxB9	7
NULL	2022	Nigeria	hospital	Klebsiella quasipneumoniae	amikacin=Resistant;amoxicillin-clavulanic acid=Resistant;ampicillin=Susceptible;cefalexin=Resistant;cefalotin=Resistant;cefepime=Resistant;cefoperazone=Resistant;cefoxitin=Resistant;ceftazidime=Resistant;ceftiofur=Resistant;ceftolozane-tazobactam=Resistant;ceftriaxone=Resistant;ciprofloxacin=Resistant;enrofloxacin=Resistant;ertapenem=Resistant;florfenicol=Intermediate;gentamicin=Resistant;imipenem=Resistant;marbofloxacin=Resistant;meropenem=Resistant;neomycin=Resistant;piperacillin-tazobactam=Resistant;polymyxin b=Resistant;ticarcillin-clavulanic acid=Resistant;trimethoprim-sulfamethoxazole=Resistant	POINT:acrR_V165I;POINT:acrR_Y114F;POINT:oqxR_D95E;blaOKP-B;emrD;fosA;oqxA;oqxB	8
NULL	2022	Nepal	hospital	Klebsiella quasipneumoniae	amikacin=Resistant;amoxicillin-clavulanic acid=Resistant;ampicillin=Susceptible;cefalexin=Resistant;cefalotin=Resistant;cefepime=Resistant;cefoperazone=Resistant;cefoxitin=Resistant;ceftazidime=Resistant;ceftiofur=Resistant;ceftolozane-tazobactam=Resistant;ceftriaxone=Resistant;ciprofloxacin=Resistant;enrofloxacin=Resistant;ertapenem=Resistant;florfenicol=Intermediate;gentamicin=Resistant;imipenem=Resistant;marbofloxacin=Resistant;meropenem=Resistant;neomycin=Resistant;piperacillin-tazobactam=Resistant;polymyxin b=Resistant;ticarcillin-clavulanic acid=Resistant;trimethoprim-sulfamethoxazole=Resistant	POINT:acrR_V165I;POINT:acrR_Y114F;POINT:oqxR_D95E;blaOKP-B;emrD;fosA;oqxA;oqxB	8
NULL	2020	Brazil	hospital	Klebsiella quasipneumoniae	amikacin=Resistant;amoxicillin-clavulanic acid=Resistant;ampicillin=Susceptible;cefalexin=Resistant;cefalotin=Resistant;cefepime=Resistant;cefoperazone=Resistant;cefoxitin=Resistant;ceftazidime=Resistant;ceftiofur=Resistant;ceftolozane-tazobactam=Resistant;ceftriaxone=Resistant;ciprofloxacin=Resistant;enrofloxacin=Resistant;ertapenem=Resistant;florfenicol=Intermediate;gentamicin=Resistant;imipenem=Resistant;marbofloxacin=Resistant;meropenem=Resistant;neomycin=Resistant;piperacillin-tazobactam=Resistant;polymyxin b=Susceptible;ticarcillin-clavulanic acid=Resistant;trimethoprim-sulfamethoxazole=Resistant	POINT:acrR_V165I;POINT:acrR_Y114F;POINT:oqxR_D95E;blaOKP-B;emrD;fosA;oqxA;oqxB	8
NULL	2017	Thailand	farm	Klebsiella quasipneumoniae	amikacin=Resistant;amoxicillin-clavulanic acid=Resistant;ampicillin=Susceptible;cefalexin=Susceptible;cefalotin=Susceptible;cefepime=Resistant;cefoperazone=Susceptible;cefoxitin=Resistant;ceftazidime=Resistant;ceftiofur=Susceptible;ceftolozane-tazobactam=Resistant;ceftriaxone=Susceptible;ciprofloxacin=Resistant;enrofloxacin=Resistant;ertapenem=Resistant;florfenicol=Resistant;gentamicin=Intermediate;imipenem=Resistant;marbofloxacin=Resistant;meropenem=Resistant;neomycin=Resistant;piperacillin-tazobactam=Resistant;polymyxin b=Susceptible;ticarcillin-clavulanic acid=Intermediate;trimethoprim-sulfamethoxazole=Resistant	POINT:acrR_V165I;POINT:acrR_Y114F;POINT:oqxR_D95E;aac(3)-IVa;aadA1;aadA2;aph(3'')-Ib;aph(3')-Ia;aph(4)-Ia;aph(6)-Id;blaCTX-M;blaOKP-B;bleO;cmlA1;emrD;estX;fosA;mcr-3.22;mef(B);oqxA;oqxB;sul3	22
NULL	2021	Viet Nam	hospital	Klebsiella aerogenes	amikacin=Susceptible;amoxicillin-clavulanic acid=Susceptible;ampicillin=Susceptible;cefalexin=Susceptible;cefalotin=Susceptible;cefepime=Susceptible;cefoperazone=Susceptible;cefoxitin=Susceptible;ceftazidime=Susceptible;ceftiofur=Susceptible;ceftolozane-tazobactam=Susceptible;ceftriaxone=Susceptible;ciprofloxacin=Susceptible;enrofloxacin=Susceptible;ertapenem=Susceptible;florfenicol=Susceptible;gentamicin=Susceptible;imipenem=Susceptible;marbofloxacin=Susceptible;meropenem=Susceptible;neomycin=Resistant;piperacillin-tazobactam=Susceptible;polymyxin b=Susceptible;ticarcillin-clavulanic acid=Susceptible;trimethoprim-sulfamethoxazole=Resistant	POINT:gyrA_S83I;POINT:parC_S80I;aac(3)-IId;aac(6')-Ib;aadA1;ampC-Kaer;blaCTX-M;blaLAP;blaOXA;emrD;fosA;oqxA;oqxB;qnrS1;tet(D)	15
NULL	2021	Viet Nam	hospital	Klebsiella aerogenes	amikacin=Susceptible;amoxicillin-clavulanic acid=Susceptible;ampicillin=Susceptible;cefalexin=Susceptible;cefalotin=Susceptible;cefepime=Susceptible;cefoperazone=Susceptible;cefoxitin=Susceptible;ceftazidime=Susceptible;ceftiofur=Susceptible;ceftolozane-tazobactam=Susceptible;ceftriaxone=Susceptible;ciprofloxacin=Susceptible;enrofloxacin=Susceptible;ertapenem=Susceptible;florfenicol=Susceptible;gentamicin=Susceptible;imipenem=Intermediate;marbofloxacin=Susceptible;meropenem=Susceptible;neomycin=Resistant;piperacillin-tazobactam=Susceptible;polymyxin b=Susceptible;ticarcillin-clavulanic acid=Susceptible;trimethoprim-sulfamethoxazole=Susceptible	POINT:gyrA_S83I;POINT:parC_S80I;aac(3)-IId;aac(6')-Ib-cr5;ampC-Kaer;aph(3'')-Ib;aph(6)-Id;blaCTX-M;blaLAP;blaOXA;blaTEM;catB3;dfrA14;emrD;fosA;oqxA;oqxB;qnrB1;qnrS1;sul2;tet(A);tet(D)	22
NULL	2021	Viet Nam	hospital	Klebsiella aerogenes	amikacin=Susceptible;amoxicillin-clavulanic acid=Susceptible;ampicillin=Susceptible;cefalexin=Susceptible;cefalotin=Susceptible;cefepime=Susceptible;cefoperazone=Susceptible;cefoxitin=Susceptible;ceftazidime=Susceptible;ceftiofur=Susceptible;ceftolozane-tazobactam=Susceptible;ceftriaxone=Susceptible;ciprofloxacin=Susceptible;enrofloxacin=Susceptible;ertapenem=Susceptible;florfenicol=Susceptible;gentamicin=Susceptible;imipenem=Intermediate;marbofloxacin=Susceptible;meropenem=Susceptible;neomycin=Resistant;piperacillin-tazobactam=Susceptible;polymyxin b=Susceptible;ticarcillin-clavulanic acid=Susceptible;trimethoprim-sulfamethoxazole=Resistant	POINT:gyrA_S83I;POINT:parC_S80I;aac(3)-IId;aac(6')-Ib;aadA1;ampC-Kaer;blaCTX-M;blaLAP;blaOXA;emrD;fosA;oqxA;oqxB;qnrS1;tet(D)	15
GCA_054471355.1	2021	Viet Nam	hospital	Klebsiella aerogenes	amikacin=Susceptible;amoxicillin-clavulanic acid=Susceptible;ampicillin=Susceptible;cefalexin=Susceptible;cefalotin=Susceptible;cefepime=Susceptible;cefoperazone=Susceptible;cefoxitin=Susceptible;ceftazidime=Susceptible;ceftiofur=Susceptible;ceftolozane-tazobactam=Susceptible;ceftriaxone=Susceptible;ciprofloxacin=Susceptible;enrofloxacin=Susceptible;ertapenem=Susceptible;florfenicol=Susceptible;gentamicin=Susceptible;imipenem=Intermediate;marbofloxacin=Susceptible;meropenem=Susceptible;neomycin=Resistant;piperacillin-tazobactam=Susceptible;polymyxin b=Susceptible;ticarcillin-clavulanic acid=Susceptible;trimethoprim-sulfamethoxazole=Resistant	POINT:gyrA_S83I;POINT:parC_S80I;aac(3)-IId;aac(6')-Ib;aadA1;ampC-Kaer;blaCTX-M;blaLAP;blaOXA;emrD;fosA;oqxB;qnrS1;tet(D)	14
NULL	2021	Viet Nam	hospital	Klebsiella aerogenes	amikacin=Intermediate;amoxicillin-clavulanic acid=Susceptible;ampicillin=Susceptible;cefalexin=Susceptible;cefalotin=Susceptible;cefepime=Susceptible;cefoperazone=Susceptible;cefoxitin=Susceptible;ceftazidime=Susceptible;ceftiofur=Susceptible;ceftolozane-tazobactam=Susceptible;ceftriaxone=Susceptible;ciprofloxacin=Susceptible;enrofloxacin=Susceptible;ertapenem=Susceptible;florfenicol=Susceptible;gentamicin=Susceptible;imipenem=Susceptible;marbofloxacin=Susceptible;meropenem=Susceptible;neomycin=Resistant;piperacillin-tazobactam=Susceptible;polymyxin b=Susceptible;ticarcillin-clavulanic acid=Susceptible;trimethoprim-sulfamethoxazole=Resistant	POINT:gyrA_S83I;POINT:parC_S80I;aac(3)-IId;aac(6')-Ib;aadA1;ampC-Kaer;blaCTX-M;blaLAP;blaOXA;emrD;fosA;oqxA;oqxB;qnrS1;tet(D)	15
GCA_054471375.1	2021	Viet Nam	hospital	Klebsiella aerogenes	amikacin=Resistant;amoxicillin-clavulanic acid=Susceptible;ampicillin=Susceptible;cefalexin=Susceptible;cefalotin=Susceptible;cefepime=Susceptible;cefoperazone=Susceptible;cefoxitin=Susceptible;ceftazidime=Susceptible;ceftiofur=Susceptible;ceftolozane-tazobactam=Susceptible;ceftriaxone=Susceptible;ciprofloxacin=Susceptible;enrofloxacin=Susceptible;ertapenem=Susceptible;florfenicol=Intermediate;gentamicin=Susceptible;imipenem=Intermediate;marbofloxacin=Susceptible;meropenem=Susceptible;neomycin=Resistant;piperacillin-tazobactam=Susceptible;polymyxin b=Susceptible;ticarcillin-clavulanic acid=Susceptible;trimethoprim-sulfamethoxazole=Susceptible	POINT:gyrA_S83I;POINT:mgrB_Q33Ter;POINT:parC_S80I;aac(3)-IId;aac(3)-IIe;aac(6')-Ib-cr5;ampC-Kaer;aph(3'')-Ib;aph(6)-Id;blaCTX-M;blaLAP;blaOXA;blaTEM;catB3;dfrA14;emrD;fosA;oqxA;oqxB;qnrB1;qnrS1;sul2;tet(A);tet(D)	24
GCA_054471335.1	2021	Viet Nam	hospital	Klebsiella aerogenes	amikacin=Resistant;amoxicillin-clavulanic acid=Susceptible;ampicillin=Susceptible;cefalexin=Susceptible;cefalotin=Susceptible;cefepime=Susceptible;cefoperazone=Susceptible;cefoxitin=Susceptible;ceftazidime=Susceptible;ceftiofur=Susceptible;ceftolozane-tazobactam=Susceptible;ceftriaxone=Susceptible;ciprofloxacin=Susceptible;enrofloxacin=Susceptible;ertapenem=Susceptible;florfenicol=Susceptible;gentamicin=Resistant;imipenem=Susceptible;marbofloxacin=Susceptible;meropenem=Susceptible;neomycin=Resistant;piperacillin-tazobactam=Susceptible;polymyxin b=Resistant;ticarcillin-clavulanic acid=Susceptible;trimethoprim-sulfamethoxazole=Susceptible	POINT:gyrA_S83I;POINT:parC_S80I;aac(6')-Ib-cr5;aadA16;ampC-Kaer;aph(3'')-Ib;aph(6)-Id;arr;blaCTX-M;blaKPC;blaOXA;blaTEM;dfrA27;emrD;fosA;mph(A);mrx(A);oqxA;oqxB;qnrS1;sul1;sul2;tet(A);tet(D)	24
NULL	2022	Viet Nam	hospital	Klebsiella aerogenes	amikacin=Susceptible;amoxicillin-clavulanic acid=Susceptible;ampicillin=Susceptible;cefalexin=Susceptible;cefalotin=Susceptible;cefepime=Susceptible;cefoperazone=Susceptible;cefoxitin=Susceptible;ceftazidime=Susceptible;ceftiofur=Susceptible;ceftolozane-tazobactam=Susceptible;ceftriaxone=Susceptible;ciprofloxacin=Susceptible;enrofloxacin=Susceptible;ertapenem=Susceptible;florfenicol=Susceptible;gentamicin=Susceptible;imipenem=Susceptible;marbofloxacin=Susceptible;meropenem=Susceptible;neomycin=Resistant;piperacillin-tazobactam=Susceptible;polymyxin b=Susceptible;ticarcillin-clavulanic acid=Susceptible;trimethoprim-sulfamethoxazole=Susceptible	POINT:gyrA_S83I;POINT:parC_S80I;aac(3)-IId;aac(6')-Ib;aac(6')-Ib-cr;aac(6')-Ib-cr5;aadA1;aadA16;ampC-Kaer;arr;blaCTX-M;blaKPC;blaLAP;blaOXA;blaTEM;dfrA27;emrD;fosA;oqxA;oqxB;qnrB6;qnrS;qnrS1;sul1;tet(D)	25
NULL	2021	Brazil	hospital	Klebsiella pneumoniae	amikacin=Susceptible;amoxicillin-clavulanic acid=Susceptible;ampicillin=Susceptible;cefalexin=Susceptible;cefalotin=Susceptible;cefepime=Susceptible;cefoperazone=Susceptible;cefoxitin=Susceptible;ceftazidime=Susceptible;ceftiofur=Susceptible;ceftolozane-tazobactam=Susceptible;ceftriaxone=Susceptible;ciprofloxacin=Susceptible;enrofloxacin=Intermediate;ertapenem=Susceptible;florfenicol=Susceptible;gentamicin=Resistant;imipenem=Intermediate;marbofloxacin=Resistant;meropenem=Susceptible;neomycin=Resistant;piperacillin-tazobactam=Susceptible;polymyxin b=Susceptible;ticarcillin-clavulanic acid=Susceptible;trimethoprim-sulfamethoxazole=Susceptible	aac(6')-Iq;aadA1;aph(3')-VIa;blaCTX-M;blaKPC;catA2;cmlA4;dfrA15;emrD;fosA;mph(A);mrx(A);qnrB12;sul1;sul2	15
NULL	2021	Brazil	hospital	Klebsiella pneumoniae	amikacin=Susceptible;amoxicillin-clavulanic acid=Susceptible;ampicillin=Susceptible;cefalexin=Susceptible;cefalotin=Susceptible;cefepime=Susceptible;cefoperazone=Susceptible;cefoxitin=Susceptible;ceftazidime=Susceptible;ceftiofur=Susceptible;ceftolozane-tazobactam=Susceptible;ceftriaxone=Susceptible;ciprofloxacin=Susceptible;enrofloxacin=Susceptible;ertapenem=Susceptible;florfenicol=Susceptible;gentamicin=Susceptible;imipenem=Susceptible;marbofloxacin=Susceptible;meropenem=Susceptible;neomycin=Susceptible;piperacillin-tazobactam=Susceptible;polymyxin b=Susceptible;ticarcillin-clavulanic acid=Susceptible;trimethoprim-sulfamethoxazole=Susceptible	POINT:gyrA_S83I;POINT:ompK35_E42RfsTer47;POINT:ompK36_D135DGD;POINT:parC_S80I;aac(3)-IId;aadA2;aph(3'')-Ib;aph(3')-Ia;aph(3')-VIa;aph(6)-Id;blaCTX-M;blaKPC;blaSHV;blaTEM;dfrA12;emrD;erm(42);floR2;fosA;mph(A);mrx(A);oqxA;oqxB;rmtB1;sat2;sul1;sul2;tet(G)	28
NULL	2021	Brazil	hospital	Klebsiella pneumoniae	amikacin=Susceptible;amoxicillin-clavulanic acid=Susceptible;ampicillin=Susceptible;cefalexin=Susceptible;cefalotin=Susceptible;cefepime=Susceptible;cefoperazone=Susceptible;cefoxitin=Intermediate;ceftazidime=Susceptible;ceftiofur=Susceptible;ceftolozane-tazobactam=Susceptible;ceftriaxone=Susceptible;ciprofloxacin=Susceptible;enrofloxacin=Intermediate;ertapenem=Susceptible;florfenicol=Susceptible;gentamicin=Resistant;imipenem=Intermediate;marbofloxacin=Resistant;meropenem=Susceptible;neomycin=Intermediate;piperacillin-tazobactam=Susceptible;polymyxin b=Susceptible;ticarcillin-clavulanic acid=Susceptible;trimethoprim-sulfamethoxazole=Susceptible	aac(6')-Iq;aadA1;aph(3')-VIa;blaCTX-M;blaKPC;catA2;cmlA4;dfrA15;emrD;fosA;qnrB12;sul1;sul2	13
NULL	2021	Brazil	hospital	Klebsiella pneumoniae	amikacin=Susceptible;amoxicillin-clavulanic acid=Susceptible;ampicillin=Susceptible;cefalexin=Susceptible;cefalotin=Susceptible;cefepime=Susceptible;cefoperazone=Susceptible;cefoxitin=Susceptible;ceftazidime=Susceptible;ceftiofur=Susceptible;ceftolozane-tazobactam=Susceptible;ceftriaxone=Susceptible;ciprofloxacin=Susceptible;enrofloxacin=Susceptible;ertapenem=Susceptible;florfenicol=Susceptible;gentamicin=Susceptible;imipenem=Susceptible;marbofloxacin=Susceptible;meropenem=Susceptible;neomycin=Susceptible;piperacillin-tazobactam=Susceptible;polymyxin b=Susceptible;ticarcillin-clavulanic acid=Susceptible;trimethoprim-sulfamethoxazole=Susceptible	POINT:gyrA_S83I;POINT:ompK35_E42RfsTer47;POINT:ompK36_D135DGD;POINT:parC_S80I;aac(3)-IId;aadA2;aph(3'')-Ib;aph(3')-Ia;aph(6)-Id;blaCTX-M;blaKPC;blaSHV;blaTEM;catA1;dfrA12;dfrA50;emrD;erm(42);floR2;fosA;mph(A);mrx(A);oqxA;oqxB;rmtB1;sat2;sul1;sul2;tet(G)	29
NULL	2021	Brazil	hospital	Klebsiella pneumoniae	amikacin=Resistant;amoxicillin-clavulanic acid=Susceptible;ampicillin=Susceptible;cefalexin=Susceptible;cefalotin=Susceptible;cefepime=Susceptible;cefoperazone=Susceptible;cefoxitin=Susceptible;ceftazidime=Susceptible;ceftiofur=Susceptible;ceftolozane-tazobactam=Susceptible;ceftriaxone=Susceptible;ciprofloxacin=Susceptible;enrofloxacin=Susceptible;ertapenem=Susceptible;florfenicol=Intermediate;gentamicin=Resistant;imipenem=Susceptible;marbofloxacin=Susceptible;meropenem=Susceptible;neomycin=Resistant;piperacillin-tazobactam=Susceptible;polymyxin b=Susceptible;ticarcillin-clavulanic acid=Susceptible;trimethoprim-sulfamethoxazole=Resistant	POINT:gyrA_S83I;POINT:ompK35_R115VfsTer30;POINT:ompK36_D135DGD;POINT:parC_S80I;blaKPC;blaSHV;emrD;fosA;oqxA;oqxB	10
NULL	2021	Brazil	hospital	Klebsiella pneumoniae	amikacin=Susceptible;amoxicillin-clavulanic acid=Susceptible;ampicillin=Susceptible;cefalexin=Susceptible;cefalotin=Susceptible;cefepime=Susceptible;cefoperazone=Susceptible;cefoxitin=Susceptible;ceftazidime=Susceptible;ceftiofur=Susceptible;ceftolozane-tazobactam=Susceptible;ceftriaxone=Susceptible;ciprofloxacin=Susceptible;enrofloxacin=Susceptible;ertapenem=Susceptible;florfenicol=Susceptible;gentamicin=Susceptible;imipenem=Susceptible;marbofloxacin=Susceptible;meropenem=Susceptible;neomycin=Susceptible;piperacillin-tazobactam=Susceptible;polymyxin b=Susceptible;ticarcillin-clavulanic acid=Susceptible;trimethoprim-sulfamethoxazole=Susceptible	POINT:gyrA_S83I;POINT:ompK35_E42RfsTer47;POINT:ompK36_D135DGD;POINT:parC_S80I;aac(3)-IId;aadA2;aph(3'')-Ib;aph(3')-Ia;aph(6)-Id;blaCTX-M;blaKPC;blaSHV;blaTEM;catA1;dfrA12;dfrA50;emrD;erm(42);floR2;fosA;mph(A);mrx(A);oqxA;oqxB;rmtB1;sat2;sul1;sul2;tet(G)	29
NULL	2021	Brazil	hospital	Klebsiella pneumoniae	amikacin=Susceptible;amoxicillin-clavulanic acid=Susceptible;ampicillin=Susceptible;aztreonam=Susceptible;cefalexin=Susceptible;cefalotin=Susceptible;cefepime=Susceptible;cefoperazone=Susceptible;cefoxitin=Intermediate;ceftazidime=Susceptible;ceftiofur=Susceptible;ceftriaxone=Susceptible;ciprofloxacin=Resistant;enrofloxacin=Resistant;ertapenem=Susceptible;florfenicol=Susceptible;gentamicin=Resistant;imipenem=Intermediate;marbofloxacin=Resistant;meropenem=Susceptible;neomycin=Resistant;piperacillin-tazobactam=Susceptible;polymyxin b=Susceptible;ticarcillin-clavulanic acid=Susceptible;tobramycin=Intermediate;trimethoprim-sulfamethoxazole=Resistant	aph(3')-VIa;blaKPC;emrD;fosA	4
NULL	2021	Brazil	hospital	Klebsiella pneumoniae	amikacin=Susceptible;amoxicillin-clavulanic acid=Susceptible;ampicillin=Susceptible;cefalexin=Susceptible;cefalotin=Susceptible;cefepime=Susceptible;cefoperazone=Susceptible;cefoxitin=Susceptible;ceftazidime=Susceptible;ceftiofur=Susceptible;ceftolozane-tazobactam=Susceptible;ceftriaxone=Susceptible;ciprofloxacin=Susceptible;enrofloxacin=Susceptible;ertapenem=Susceptible;florfenicol=Susceptible;gentamicin=Susceptible;imipenem=Intermediate;marbofloxacin=Susceptible;meropenem=Susceptible;neomycin=Susceptible;piperacillin-tazobactam=Susceptible;polymyxin b=Susceptible;ticarcillin-clavulanic acid=Susceptible;trimethoprim-sulfamethoxazole=Susceptible	POINT:gyrA_S83I;POINT:ompK35_E42RfsTer47;POINT:ompK36_D135DGD;POINT:parC_S80I;aac(3)-IId;aadA2;aph(3'')-Ib;aph(3')-Ia;aph(6)-Id;blaCTX-M;blaKPC;blaSHV;blaTEM;dfrA12;emrD;erm(42);floR2;fosA;mph(A);mrx(A);oqxA;oqxB;rmtB1;sat2;sul1;sul2;tet(G)	27
